0,Legal ? this is important ,www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,"If you have purchased a subscription to Anghami , you will be charged on a monthly , half-yearly , or yearly basis based on the plan you choose ",www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,"If you have purchased a subscription to Anghami , you have the right to cancel your purchase and receive a full refund within 14 days of purchase ",www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,"However , if you access the Anghami app within the 14-day period , you will no longer be eligible for a refund if you decide to cancel your purchase . ",www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,You may cancel your subscription to Anghami at any time via the mobile app or on Anghami  s website ,www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,The termination shall have effect at the expiry of the then-current subscription period that you have already paid for ( e.g ,www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,"one month , 3 months , 6 months , or a year ) and you will not be refunded for any remaining portion of subscription fees you have already paid for ( unless with the 14-day period and under the conditions described above ) . ",www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,Anghami reserves the right to terminate and/or suspend your account at any time in case of unauthorised use of the service ,www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,"If Anghami terminates or suspends your account for any suspicious activity , Anghami shall have no liability or responsibility to you , and will not refund any amounts that you have previously paid . ",www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,"This Privacy Policy governs the manner in which Anghami collects , uses , maintains and discloses information collected from users ( each , a 'User ' ) of the www.anghami.com website and Anghami app ( 'Site/App ' ) (  Data ? ",www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,This privacy policy applies to the Site/App and all products and services offered by Anghami ( the  Service ? ,www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
1,We use your Data to provide and improve the Service ,www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,"By using the Service , you agree to the collection and use of information in accordance with this policy . ",www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
1,"We may collect personal identification information from Users in a variety of ways , including , but not limited to , when Users visit our site , register on the site , and in connection with other activities , services , features or resources we make available on our Site/App ",www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
1,"Users may be asked for , as appropriate , name , email address , credit card information ",www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
0,"Users may , however , visit our Site/App anonymously ",www.anghami.com,B074H59CQ8,https://www.anghami.com/legal
